id,course_id,code,description,bloom_level
co-01892,subj-0365,22MA1101.CO5,Develop linear algebra & calculus concepts and techniques,Create
co-01893,subj-0366,22PH1101.CO1,Recall applied physics concepts and techniques,Remember
co-01894,subj-0366,22PH1101.CO2,Demonstrate applied physics concepts and techniques,Apply
co-01895,subj-0366,22PH1101.CO3,Describe applied physics concepts and techniques,Understand
co-01896,subj-0366,22PH1101.CO4,Apply applied physics concepts and techniques,Apply
co-01897,subj-0366,22PH1101.CO5,Recall applied physics concepts and techniques,Remember
co-01898,subj-0366,22PH1101.CO6,Explain applied physics concepts and techniques,Understand
co-01899,subj-0367,22CS1101.CO1,Differentiate programming for problem solving (c) concepts and techniques,Analyze
co-01900,subj-0367,22CS1101.CO2,Apply programming for problem solving (c) concepts and techniques,Apply
co-01901,subj-0367,22CS1101.CO3,Recall programming for problem solving (c) concepts and techniques,Remember
co-01902,subj-0367,22CS1101.CO4,Interpret programming for problem solving (c) concepts and techniques,Understand
co-01903,subj-0367,22CS1101.CO5,Apply programming for problem solving (c) concepts and techniques,Apply
co-01904,subj-0368,22CS1102.CO1,Demonstrate programming for problem solving lab concepts and techniques,Apply
co-01905,subj-0368,22CS1102.CO2,Construct programming for problem solving lab concepts and techniques,Create
co-01906,subj-0368,22CS1102.CO3,Demonstrate programming for problem solving lab concepts and techniques,Apply
co-01907,subj-0368,22CS1102.CO4,Use programming for problem solving lab concepts and techniques,Apply
co-01908,subj-0369,22EN1101.CO1,Identify english - i concepts and techniques,Remember
co-01909,subj-0369,22EN1101.CO2,Explain english - i concepts and techniques,Understand
co-01910,subj-0369,22EN1101.CO3,Use english - i concepts and techniques,Apply
co-01911,subj-0369,22EN1101.CO4,Describe english - i concepts and techniques,Understand
co-01912,subj-0369,22EN1101.CO5,Compare english - i concepts and techniques,Analyze
co-01913,subj-0369,22EN1101.CO6,Demonstrate english - i concepts and techniques,Apply
co-01914,subj-0370,22ME1101.CO1,Recall engineering drawing concepts and techniques,Remember
co-01915,subj-0370,22ME1101.CO2,Interpret engineering drawing concepts and techniques,Understand
co-01916,subj-0370,22ME1101.CO3,Implement engineering drawing concepts and techniques,Apply
co-01917,subj-0370,22ME1101.CO4,Describe engineering drawing concepts and techniques,Understand
co-01918,subj-0371,22PH1102.CO1,Demonstrate applied physics lab concepts and techniques,Apply
co-01919,subj-0371,22PH1102.CO2,Interpret applied physics lab concepts and techniques,Understand
co-01920,subj-0371,22PH1102.CO3,Classify applied physics lab concepts and techniques,Understand
co-01921,subj-0371,22PH1102.CO4,Use applied physics lab concepts and techniques,Apply
co-01922,subj-0371,22PH1102.CO5,Summarize applied physics lab concepts and techniques,Understand
co-01923,subj-0372,22MA1201.CO1,"List probability, statistics & numerical methods concepts and techniques",Remember
co-01924,subj-0372,22MA1201.CO2,"Compare probability, statistics & numerical methods concepts and techniques",Analyze
co-01925,subj-0372,22MA1201.CO3,"Explain probability, statistics & numerical methods concepts and techniques",Understand
co-01926,subj-0372,22MA1201.CO4,"Compare probability, statistics & numerical methods concepts and techniques",Analyze
co-01927,subj-0372,22MA1201.CO5,"State probability, statistics & numerical methods concepts and techniques",Remember
co-01928,subj-0373,22CH1201.CO1,Define engineering chemistry concepts and techniques,Remember
co-01929,subj-0373,22CH1201.CO2,Apply engineering chemistry concepts and techniques,Apply
co-01930,subj-0373,22CH1201.CO3,Examine engineering chemistry concepts and techniques,Analyze
co-01931,subj-0373,22CH1201.CO4,Use engineering chemistry concepts and techniques,Apply
co-01932,subj-0373,22CH1201.CO5,Solve engineering chemistry concepts and techniques,Apply
co-01933,subj-0373,22CH1201.CO6,Use engineering chemistry concepts and techniques,Apply
co-01934,subj-0374,22EE1201.CO1,Evaluate basic electrical engineering concepts and techniques,Evaluate
co-01935,subj-0374,22EE1201.CO2,Analyze basic electrical engineering concepts and techniques,Analyze
co-01936,subj-0374,22EE1201.CO3,Solve basic electrical engineering concepts and techniques,Apply
co-01937,subj-0374,22EE1201.CO4,Describe basic electrical engineering concepts and techniques,Understand
co-01938,subj-0374,22EE1201.CO5,Classify basic electrical engineering concepts and techniques,Understand
co-01939,subj-0374,22EE1201.CO6,Differentiate basic electrical engineering concepts and techniques,Analyze
co-01940,subj-0375,22EE1202.CO1,Implement basic electrical engineering lab concepts and techniques,Apply
co-01941,subj-0375,22EE1202.CO2,Implement basic electrical engineering lab concepts and techniques,Apply
co-01942,subj-0375,22EE1202.CO3,Identify basic electrical engineering lab concepts and techniques,Remember
co-01943,subj-0375,22EE1202.CO4,Recall basic electrical engineering lab concepts and techniques,Remember
co-01944,subj-0375,22EE1202.CO5,Define basic electrical engineering lab concepts and techniques,Remember
co-01945,subj-0376,22EN1201.CO1,Identify english - ii concepts and techniques,Remember
co-01946,subj-0376,22EN1201.CO2,Distinguish english - ii concepts and techniques,Analyze
co-01947,subj-0376,22EN1201.CO3,Examine english - ii concepts and techniques,Analyze
co-01948,subj-0376,22EN1201.CO4,Describe english - ii concepts and techniques,Understand
co-01949,subj-0376,22EN1201.CO5,Explain english - ii concepts and techniques,Understand
co-01950,subj-0377,22CS1201.CO1,Describe data structures concepts and techniques,Understand
co-01951,subj-0377,22CS1201.CO2,List data structures concepts and techniques,Remember
co-01952,subj-0377,22CS1201.CO3,Formulate data structures concepts and techniques,Create
co-01953,subj-0377,22CS1201.CO4,Demonstrate data structures concepts and techniques,Apply
co-01954,subj-0377,22CS1201.CO5,Solve data structures concepts and techniques,Apply
co-01955,subj-0377,22CS1201.CO6,Recall data structures concepts and techniques,Remember
co-01956,subj-0378,22CS1202.CO1,Apply data structures lab concepts and techniques,Apply
co-01957,subj-0378,22CS1202.CO2,Examine data structures lab concepts and techniques,Analyze
co-01958,subj-0378,22CS1202.CO3,Describe data structures lab concepts and techniques,Understand
co-01959,subj-0378,22CS1202.CO4,List data structures lab concepts and techniques,Remember
co-01960,subj-0378,22CS1202.CO5,Implement data structures lab concepts and techniques,Apply
co-01961,subj-0379,22CH1202.CO1,Interpret engineering chemistry lab concepts and techniques,Understand
co-01962,subj-0379,22CH1202.CO2,Summarize engineering chemistry lab concepts and techniques,Understand
co-01963,subj-0379,22CH1202.CO3,Analyze engineering chemistry lab concepts and techniques,Analyze
co-01964,subj-0379,22CH1202.CO4,Construct engineering chemistry lab concepts and techniques,Create
co-01965,subj-0379,22CH1202.CO5,Summarize engineering chemistry lab concepts and techniques,Understand
co-01966,subj-0380,22DS3101.CO1,Judge discrete mathematics concepts and techniques,Evaluate
co-01967,subj-0380,22DS3101.CO2,Formulate discrete mathematics concepts and techniques,Create
co-01968,subj-0380,22DS3101.CO3,Evaluate discrete mathematics concepts and techniques,Evaluate
co-01969,subj-0380,22DS3101.CO4,State discrete mathematics concepts and techniques,Remember
co-01970,subj-0380,22DS3101.CO5,Use discrete mathematics concepts and techniques,Apply
co-01971,subj-0381,22DS3102.CO1,Describe object-oriented programming (java) concepts and techniques,Understand
co-01972,subj-0381,22DS3102.CO2,Define object-oriented programming (java) concepts and techniques,Remember
co-01973,subj-0381,22DS3102.CO3,Implement object-oriented programming (java) concepts and techniques,Apply
co-01974,subj-0381,22DS3102.CO4,Judge object-oriented programming (java) concepts and techniques,Evaluate
co-01975,subj-0381,22DS3102.CO5,Apply object-oriented programming (java) concepts and techniques,Apply
co-01976,subj-0381,22DS3102.CO6,Solve object-oriented programming (java) concepts and techniques,Apply
co-01977,subj-0382,22DS3103.CO1,Use digital logic design concepts and techniques,Apply
co-01978,subj-0382,22DS3103.CO2,Define digital logic design concepts and techniques,Remember
co-01979,subj-0382,22DS3103.CO3,Compare digital logic design concepts and techniques,Analyze
co-01980,subj-0382,22DS3103.CO4,Design digital logic design concepts and techniques,Create
co-01981,subj-0382,22DS3103.CO5,Critique digital logic design concepts and techniques,Evaluate
co-01982,subj-0382,22DS3103.CO6,Describe digital logic design concepts and techniques,Understand
co-01983,subj-0383,22DS3104.CO1,Classify computer organization concepts and techniques,Understand
co-01984,subj-0383,22DS3104.CO2,Judge computer organization concepts and techniques,Evaluate
co-01985,subj-0383,22DS3104.CO3,Describe computer organization concepts and techniques,Understand
co-01986,subj-0383,22DS3104.CO4,Recall computer organization concepts and techniques,Remember
co-01987,subj-0383,22DS3104.CO5,Distinguish computer organization concepts and techniques,Analyze
co-01988,subj-0384,22DS3105.CO1,Identify oop lab concepts and techniques,Remember
co-01989,subj-0384,22DS3105.CO2,Formulate oop lab concepts and techniques,Create
co-01990,subj-0384,22DS3105.CO3,Use oop lab concepts and techniques,Apply
co-01991,subj-0384,22DS3105.CO4,Implement oop lab concepts and techniques,Apply
co-01992,subj-0385,22DS3106.CO1,Use digital logic lab concepts and techniques,Apply
co-01993,subj-0385,22DS3106.CO2,Demonstrate digital logic lab concepts and techniques,Apply
co-01994,subj-0385,22DS3106.CO3,Use digital logic lab concepts and techniques,Apply
co-01995,subj-0385,22DS3106.CO4,Compare digital logic lab concepts and techniques,Analyze
co-01996,subj-0385,22DS3106.CO5,Identify digital logic lab concepts and techniques,Remember
co-01997,subj-0386,22HS3101.CO1,Use managerial economics & financial analysis concepts and techniques,Apply
co-01998,subj-0386,22HS3101.CO2,Classify managerial economics & financial analysis concepts and techniques,Understand
co-01999,subj-0386,22HS3101.CO3,Examine managerial economics & financial analysis concepts and techniques,Analyze
co-02000,subj-0386,22HS3101.CO4,Judge managerial economics & financial analysis concepts and techniques,Evaluate
co-02001,subj-0386,22HS3101.CO5,Examine managerial economics & financial analysis concepts and techniques,Analyze
co-02002,subj-0386,22HS3101.CO6,Justify managerial economics & financial analysis concepts and techniques,Evaluate
co-02003,subj-0387,22DS4101.CO1,Solve operating systems concepts and techniques,Apply
co-02004,subj-0387,22DS4101.CO2,Classify operating systems concepts and techniques,Understand
co-02005,subj-0387,22DS4101.CO3,Solve operating systems concepts and techniques,Apply
co-02006,subj-0387,22DS4101.CO4,Recall operating systems concepts and techniques,Remember
co-02007,subj-0387,22DS4101.CO5,Examine operating systems concepts and techniques,Analyze
co-02008,subj-0387,22DS4101.CO6,Apply operating systems concepts and techniques,Apply
co-02009,subj-0388,22DS4102.CO1,Compare database management systems concepts and techniques,Analyze
co-02010,subj-0388,22DS4102.CO2,Solve database management systems concepts and techniques,Apply
co-02011,subj-0388,22DS4102.CO3,Analyze database management systems concepts and techniques,Analyze
co-02012,subj-0388,22DS4102.CO4,Describe database management systems concepts and techniques,Understand
co-02013,subj-0388,22DS4102.CO5,Differentiate database management systems concepts and techniques,Analyze
co-02014,subj-0389,22DS4103.CO1,Solve design & analysis of algorithms concepts and techniques,Apply
co-02015,subj-0389,22DS4103.CO2,Compare design & analysis of algorithms concepts and techniques,Analyze
co-02016,subj-0389,22DS4103.CO3,Implement design & analysis of algorithms concepts and techniques,Apply
co-02017,subj-0389,22DS4103.CO4,Solve design & analysis of algorithms concepts and techniques,Apply
co-02018,subj-0389,22DS4103.CO5,Examine design & analysis of algorithms concepts and techniques,Analyze
co-02019,subj-0390,22DS4104.CO1,Examine software engineering concepts and techniques,Analyze
co-02020,subj-0390,22DS4104.CO2,Demonstrate software engineering concepts and techniques,Apply
co-02021,subj-0390,22DS4104.CO3,Solve software engineering concepts and techniques,Apply
co-02022,subj-0390,22DS4104.CO4,Use software engineering concepts and techniques,Apply
co-02023,subj-0390,22DS4104.CO5,Compare software engineering concepts and techniques,Analyze
co-02024,subj-0390,22DS4104.CO6,Describe software engineering concepts and techniques,Understand
co-02025,subj-0391,22DS4105.CO1,Apply os & dbms lab concepts and techniques,Apply
co-02026,subj-0391,22DS4105.CO2,Construct os & dbms lab concepts and techniques,Create
co-02027,subj-0391,22DS4105.CO3,Solve os & dbms lab concepts and techniques,Apply
co-02028,subj-0391,22DS4105.CO4,Demonstrate os & dbms lab concepts and techniques,Apply
co-02029,subj-0392,22DS4106.CO1,Use python programming lab concepts and techniques,Apply
co-02030,subj-0392,22DS4106.CO2,Apply python programming lab concepts and techniques,Apply
co-02031,subj-0392,22DS4106.CO3,Formulate python programming lab concepts and techniques,Create
co-02032,subj-0392,22DS4106.CO4,Apply python programming lab concepts and techniques,Apply
co-02033,subj-0393,22HS4101.CO1,Judge environmental science concepts and techniques,Evaluate
co-02034,subj-0393,22HS4101.CO2,Critique environmental science concepts and techniques,Evaluate
co-02035,subj-0393,22HS4101.CO3,Formulate environmental science concepts and techniques,Create
co-02036,subj-0393,22HS4101.CO4,Solve environmental science concepts and techniques,Apply
co-02037,subj-0393,22HS4101.CO5,Differentiate environmental science concepts and techniques,Analyze
co-02038,subj-0394,22DS5101.CO1,Construct computer networks concepts and techniques,Create
