id,college_id,student_id,scholarship_type,amount,semester,academic_year,disbursement_date,status,payment_mode,reference_number
sch-003711,college-aits-001,STU-01865,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,RTGS,
sch-003712,college-aits-001,STU-01866,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-003713,college-aits-001,STU-01867,EBC,20000.0,1,2025-2026,2025-11-06,disbursed,Direct Benefit Transfer,SCH947954
sch-003714,college-aits-001,STU-01870,SC/ST Post-Matric,45000.0,1,2025-2026,2025-09-03,disbursed,Direct Benefit Transfer,SCH801138
sch-003715,college-aits-001,STU-01871,Merit,10000.0,1,2025-2026,,pending,NEFT,
sch-003716,college-aits-001,STU-01872,EBC,20000.0,1,2025-2026,2025-09-12,disbursed,Direct Benefit Transfer,SCH673131
sch-003717,college-aits-001,STU-01874,EBC,20000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-003718,college-aits-001,STU-01875,Merit,10000.0,1,2025-2026,2025-11-21,disbursed,NEFT,SCH972837
sch-003719,college-aits-001,STU-01878,EBC,20000.0,1,2025-2026,2025-09-19,disbursed,Direct Benefit Transfer,SCH469209
sch-003720,college-aits-001,STU-01879,SC/ST Post-Matric,45000.0,1,2025-2026,2025-10-20,disbursed,NEFT,SCH940534
sch-003721,college-aits-001,STU-01881,Merit,10000.0,1,2025-2026,2025-09-15,disbursed,RTGS,SCH174310
sch-003722,college-aits-001,STU-01882,Merit,10000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-003723,college-aits-001,STU-01884,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-003724,college-aits-001,STU-01886,Merit,10000.0,1,2025-2026,2025-09-20,disbursed,NEFT,SCH334903
sch-003725,college-aits-001,STU-01887,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-003726,college-aits-001,STU-01888,SC/ST Post-Matric,45000.0,1,2025-2026,2025-10-03,disbursed,NEFT,SCH402062
sch-003727,college-aits-001,STU-01894,SC/ST Post-Matric,45000.0,1,2025-2026,2025-09-18,disbursed,Direct Benefit Transfer,SCH740939
sch-003728,college-aits-001,STU-01897,Merit,10000.0,1,2025-2026,2025-11-10,disbursed,NEFT,SCH672461
sch-003729,college-aits-001,STU-01898,Merit,10000.0,1,2025-2026,2025-11-04,disbursed,RTGS,SCH784963
sch-003730,college-aits-001,STU-01899,EBC,20000.0,1,2025-2026,2025-09-02,disbursed,RTGS,SCH310251
sch-003731,college-aits-001,STU-01900,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-003732,college-aits-001,STU-01901,Merit,10000.0,1,2025-2026,2025-11-27,disbursed,Direct Benefit Transfer,SCH165356
sch-003733,college-aits-001,STU-01904,EBC,20000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-003734,college-aits-001,STU-01906,SC/ST Post-Matric,45000.0,1,2025-2026,2025-11-23,disbursed,NEFT,SCH462645
sch-003735,college-aits-001,STU-01907,Merit,10000.0,1,2025-2026,2025-09-14,disbursed,Direct Benefit Transfer,SCH184508
sch-003736,college-aits-001,STU-01909,SC/ST Post-Matric,45000.0,1,2025-2026,2025-11-16,disbursed,RTGS,SCH858466
sch-003737,college-aits-001,STU-01910,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-003738,college-aits-001,STU-01912,Merit,10000.0,1,2025-2026,2025-09-21,disbursed,RTGS,SCH418157
sch-003739,college-aits-001,STU-01918,SC/ST Post-Matric,45000.0,1,2025-2026,2025-09-01,disbursed,NEFT,SCH911192
sch-003740,college-aits-001,STU-01921,EBC,20000.0,1,2022-2023,2022-09-18,disbursed,Direct Benefit Transfer,SCH497817
sch-003741,college-aits-001,STU-01921,EBC,20000.0,2,2022-2023,2023-05-22,disbursed,Direct Benefit Transfer,SCH118973
sch-003742,college-aits-001,STU-01921,EBC,20000.0,3,2023-2024,2023-11-16,disbursed,NEFT,SCH505929
sch-003743,college-aits-001,STU-01921,EBC,20000.0,4,2023-2024,2024-04-23,disbursed,NEFT,SCH550592
sch-003744,college-aits-001,STU-01921,EBC,20000.0,5,2024-2025,2024-11-14,disbursed,Direct Benefit Transfer,SCH244462
sch-003745,college-aits-001,STU-01921,EBC,20000.0,6,2024-2025,2025-03-15,disbursed,NEFT,SCH745559
sch-003746,college-aits-001,STU-01921,EBC,20000.0,7,2025-2026,,pending,RTGS,
sch-003747,college-aits-001,STU-01923,Merit,10000.0,1,2022-2023,2022-09-08,disbursed,NEFT,SCH196459
sch-003748,college-aits-001,STU-01923,Merit,10000.0,2,2022-2023,2023-05-01,disbursed,NEFT,SCH533130
sch-003749,college-aits-001,STU-01923,Merit,10000.0,3,2023-2024,2023-11-25,disbursed,Direct Benefit Transfer,SCH695642
sch-003750,college-aits-001,STU-01923,Merit,10000.0,4,2023-2024,2024-03-26,disbursed,NEFT,SCH854793
sch-003751,college-aits-001,STU-01923,Merit,10000.0,5,2024-2025,2024-09-27,disbursed,NEFT,SCH180333
sch-003752,college-aits-001,STU-01923,Merit,10000.0,6,2024-2025,2025-03-05,disbursed,RTGS,SCH289365
sch-003753,college-aits-001,STU-01923,Merit,10000.0,7,2025-2026,2025-10-02,disbursed,Direct Benefit Transfer,SCH787036
sch-003754,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-10,disbursed,NEFT,SCH735566
sch-003755,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-16,disbursed,Direct Benefit Transfer,SCH228320
sch-003756,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-03,disbursed,NEFT,SCH362352
sch-003757,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-07,disbursed,RTGS,SCH839513
sch-003758,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-27,disbursed,RTGS,SCH330987
sch-003759,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-23,disbursed,RTGS,SCH484757
sch-003760,college-aits-001,STU-01930,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-10,disbursed,NEFT,SCH652436
sch-003761,college-aits-001,STU-01932,Merit,10000.0,1,2022-2023,2022-10-11,disbursed,Direct Benefit Transfer,SCH667719
sch-003762,college-aits-001,STU-01932,Merit,10000.0,2,2022-2023,2023-05-04,disbursed,NEFT,SCH463473
sch-003763,college-aits-001,STU-01932,Merit,10000.0,3,2023-2024,2023-10-23,disbursed,Direct Benefit Transfer,SCH609825
sch-003764,college-aits-001,STU-01932,Merit,10000.0,4,2023-2024,2024-04-03,disbursed,NEFT,SCH243792
sch-003765,college-aits-001,STU-01932,Merit,10000.0,5,2024-2025,2024-11-08,disbursed,RTGS,SCH877947
sch-003766,college-aits-001,STU-01932,Merit,10000.0,6,2024-2025,2025-05-07,disbursed,NEFT,SCH490479
sch-003767,college-aits-001,STU-01932,Merit,10000.0,7,2025-2026,2025-11-27,disbursed,NEFT,SCH346525
sch-003768,college-aits-001,STU-01933,Merit,10000.0,1,2022-2023,2022-11-15,disbursed,Direct Benefit Transfer,SCH901313
sch-003769,college-aits-001,STU-01933,Merit,10000.0,2,2022-2023,2023-04-04,disbursed,NEFT,SCH623142
sch-003770,college-aits-001,STU-01933,Merit,10000.0,3,2023-2024,2023-09-09,disbursed,RTGS,SCH716814
sch-003771,college-aits-001,STU-01933,Merit,10000.0,4,2023-2024,2024-04-10,disbursed,NEFT,SCH162621
sch-003772,college-aits-001,STU-01933,Merit,10000.0,5,2024-2025,2024-10-28,disbursed,Direct Benefit Transfer,SCH502586
sch-003773,college-aits-001,STU-01933,Merit,10000.0,6,2024-2025,2025-04-01,disbursed,RTGS,SCH503348
sch-003774,college-aits-001,STU-01933,Merit,10000.0,7,2025-2026,,pending,RTGS,
sch-003775,college-aits-001,STU-01934,EBC,20000.0,1,2022-2023,2022-09-22,disbursed,RTGS,SCH658358
sch-003776,college-aits-001,STU-01934,EBC,20000.0,2,2022-2023,2023-03-22,disbursed,RTGS,SCH132826
sch-003777,college-aits-001,STU-01934,EBC,20000.0,3,2023-2024,2023-11-25,disbursed,RTGS,SCH127254
sch-003778,college-aits-001,STU-01934,EBC,20000.0,4,2023-2024,2024-05-25,disbursed,RTGS,SCH968386
sch-003779,college-aits-001,STU-01934,EBC,20000.0,5,2024-2025,2024-10-26,disbursed,Direct Benefit Transfer,SCH327062
sch-003780,college-aits-001,STU-01934,EBC,20000.0,6,2024-2025,2025-03-11,disbursed,Direct Benefit Transfer,SCH969520
sch-003781,college-aits-001,STU-01934,EBC,20000.0,7,2025-2026,2025-11-14,disbursed,Direct Benefit Transfer,SCH871137
sch-003782,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-26,disbursed,NEFT,SCH680170
sch-003783,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-24,disbursed,Direct Benefit Transfer,SCH401380
sch-003784,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-15,disbursed,RTGS,SCH700417
sch-003785,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-19,disbursed,Direct Benefit Transfer,SCH372735
sch-003786,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-13,disbursed,RTGS,SCH881853
sch-003787,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-05,disbursed,NEFT,SCH394335
sch-003788,college-aits-001,STU-01935,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-003789,college-aits-001,STU-01937,EBC,20000.0,1,2022-2023,2022-11-10,disbursed,RTGS,SCH698823
sch-003790,college-aits-001,STU-01937,EBC,20000.0,2,2022-2023,2023-04-02,disbursed,Direct Benefit Transfer,SCH387592
sch-003791,college-aits-001,STU-01937,EBC,20000.0,3,2023-2024,2023-10-09,disbursed,Direct Benefit Transfer,SCH362682
sch-003792,college-aits-001,STU-01937,EBC,20000.0,4,2023-2024,2024-05-26,disbursed,Direct Benefit Transfer,SCH112938
sch-003793,college-aits-001,STU-01937,EBC,20000.0,5,2024-2025,2024-09-10,disbursed,Direct Benefit Transfer,SCH792874
sch-003794,college-aits-001,STU-01937,EBC,20000.0,6,2024-2025,2025-04-27,disbursed,RTGS,SCH988765
sch-003795,college-aits-001,STU-01937,EBC,20000.0,7,2025-2026,2025-09-15,disbursed,RTGS,SCH109301
sch-003796,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-02,disbursed,RTGS,SCH603534
sch-003797,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-28,disbursed,Direct Benefit Transfer,SCH328424
sch-003798,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-02,disbursed,Direct Benefit Transfer,SCH183410
sch-003799,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-20,disbursed,Direct Benefit Transfer,SCH429280
sch-003800,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-15,disbursed,NEFT,SCH370539
sch-003801,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-09,disbursed,RTGS,SCH233402
sch-003802,college-aits-001,STU-01940,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-003803,college-aits-001,STU-01941,EBC,20000.0,1,2022-2023,2022-11-02,disbursed,NEFT,SCH220005
sch-003804,college-aits-001,STU-01941,EBC,20000.0,2,2022-2023,2023-05-02,disbursed,NEFT,SCH817688
sch-003805,college-aits-001,STU-01941,EBC,20000.0,3,2023-2024,2023-11-28,disbursed,RTGS,SCH708059
sch-003806,college-aits-001,STU-01941,EBC,20000.0,4,2023-2024,2024-04-02,disbursed,Direct Benefit Transfer,SCH852204
sch-003807,college-aits-001,STU-01941,EBC,20000.0,5,2024-2025,2024-09-02,disbursed,Direct Benefit Transfer,SCH371638
sch-003808,college-aits-001,STU-01941,EBC,20000.0,6,2024-2025,2025-04-01,disbursed,Direct Benefit Transfer,SCH985974
sch-003809,college-aits-001,STU-01941,EBC,20000.0,7,2025-2026,2025-10-18,disbursed,Direct Benefit Transfer,SCH346097
sch-003810,college-aits-001,STU-01942,EBC,20000.0,1,2022-2023,2022-10-04,disbursed,NEFT,SCH631562
sch-003811,college-aits-001,STU-01942,EBC,20000.0,2,2022-2023,2023-04-04,disbursed,Direct Benefit Transfer,SCH181212
sch-003812,college-aits-001,STU-01942,EBC,20000.0,3,2023-2024,2023-09-07,disbursed,RTGS,SCH698071
sch-003813,college-aits-001,STU-01942,EBC,20000.0,4,2023-2024,2024-04-27,disbursed,Direct Benefit Transfer,SCH536175
sch-003814,college-aits-001,STU-01942,EBC,20000.0,5,2024-2025,2024-09-21,disbursed,RTGS,SCH396835
sch-003815,college-aits-001,STU-01942,EBC,20000.0,6,2024-2025,2025-03-01,disbursed,RTGS,SCH736450
sch-003816,college-aits-001,STU-01942,EBC,20000.0,7,2025-2026,2025-10-11,disbursed,Direct Benefit Transfer,SCH492917
sch-003817,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-10,disbursed,Direct Benefit Transfer,SCH132670
sch-003818,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-12,disbursed,NEFT,SCH405002
sch-003819,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-19,disbursed,NEFT,SCH211392
sch-003820,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-07,disbursed,RTGS,SCH635608
sch-003821,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-25,disbursed,Direct Benefit Transfer,SCH632867
sch-003822,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-23,disbursed,RTGS,SCH325306
sch-003823,college-aits-001,STU-01943,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-27,disbursed,Direct Benefit Transfer,SCH861538
sch-003824,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-13,disbursed,Direct Benefit Transfer,SCH182255
sch-003825,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-08,disbursed,Direct Benefit Transfer,SCH627953
sch-003826,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-21,disbursed,Direct Benefit Transfer,SCH869603
sch-003827,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-18,disbursed,Direct Benefit Transfer,SCH227131
sch-003828,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-26,disbursed,NEFT,SCH736592
sch-003829,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-22,disbursed,Direct Benefit Transfer,SCH645611
sch-003830,college-aits-001,STU-01950,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-003831,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-08,disbursed,RTGS,SCH354880
sch-003832,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-08,disbursed,RTGS,SCH430108
sch-003833,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-04,disbursed,Direct Benefit Transfer,SCH352755
sch-003834,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-24,disbursed,RTGS,SCH479459
sch-003835,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-12,disbursed,Direct Benefit Transfer,SCH630205
sch-003836,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-12,disbursed,Direct Benefit Transfer,SCH607672
sch-003837,college-aits-001,STU-01952,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-08,disbursed,RTGS,SCH340924
sch-003838,college-aits-001,STU-01954,EBC,20000.0,1,2022-2023,2022-11-27,disbursed,NEFT,SCH663731
sch-003839,college-aits-001,STU-01954,EBC,20000.0,2,2022-2023,2023-03-25,disbursed,RTGS,SCH806850
sch-003840,college-aits-001,STU-01954,EBC,20000.0,3,2023-2024,2023-11-22,disbursed,NEFT,SCH734960
sch-003841,college-aits-001,STU-01954,EBC,20000.0,4,2023-2024,2024-04-26,disbursed,RTGS,SCH458163
sch-003842,college-aits-001,STU-01954,EBC,20000.0,5,2024-2025,2024-10-04,disbursed,NEFT,SCH528346
sch-003843,college-aits-001,STU-01954,EBC,20000.0,6,2024-2025,2025-04-17,disbursed,NEFT,SCH703992
sch-003844,college-aits-001,STU-01954,EBC,20000.0,7,2025-2026,2025-10-21,disbursed,NEFT,SCH288655
sch-003845,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-01,disbursed,NEFT,SCH226656
sch-003846,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-09,disbursed,Direct Benefit Transfer,SCH845937
sch-003847,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-24,disbursed,NEFT,SCH232537
sch-003848,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-27,disbursed,RTGS,SCH125093
sch-003849,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-06,disbursed,NEFT,SCH238808
sch-003850,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-28,disbursed,Direct Benefit Transfer,SCH506967
sch-003851,college-aits-001,STU-01955,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-003852,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-08,disbursed,Direct Benefit Transfer,SCH407643
sch-003853,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-11,disbursed,RTGS,SCH720209
sch-003854,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-20,disbursed,NEFT,SCH857260
sch-003855,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-03,disbursed,Direct Benefit Transfer,SCH472200
sch-003856,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-14,disbursed,Direct Benefit Transfer,SCH571600
sch-003857,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-27,disbursed,RTGS,SCH403343
sch-003858,college-aits-001,STU-01958,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-003859,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-25,disbursed,Direct Benefit Transfer,SCH959943
sch-003860,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-03,disbursed,NEFT,SCH108161
sch-003861,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-19,disbursed,RTGS,SCH806642
sch-003862,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-15,disbursed,RTGS,SCH436002
sch-003863,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-06,disbursed,Direct Benefit Transfer,SCH857630
sch-003864,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-09,disbursed,NEFT,SCH343545
sch-003865,college-aits-001,STU-01960,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-16,disbursed,Direct Benefit Transfer,SCH642824
sch-003866,college-aits-001,STU-01962,EBC,20000.0,1,2022-2023,2022-11-19,disbursed,Direct Benefit Transfer,SCH985066
sch-003867,college-aits-001,STU-01962,EBC,20000.0,2,2022-2023,2023-04-10,disbursed,RTGS,SCH502724
sch-003868,college-aits-001,STU-01962,EBC,20000.0,3,2023-2024,2023-10-25,disbursed,NEFT,SCH250152
sch-003869,college-aits-001,STU-01962,EBC,20000.0,4,2023-2024,2024-03-27,disbursed,Direct Benefit Transfer,SCH866493
sch-003870,college-aits-001,STU-01962,EBC,20000.0,5,2024-2025,2024-09-14,disbursed,Direct Benefit Transfer,SCH391772
sch-003871,college-aits-001,STU-01962,EBC,20000.0,6,2024-2025,2025-05-20,disbursed,RTGS,SCH204298
sch-003872,college-aits-001,STU-01962,EBC,20000.0,7,2025-2026,,pending,RTGS,
sch-003873,college-aits-001,STU-01967,Merit,10000.0,1,2022-2023,2022-10-16,disbursed,RTGS,SCH334496
sch-003874,college-aits-001,STU-01967,Merit,10000.0,2,2022-2023,2023-03-10,disbursed,RTGS,SCH735615
sch-003875,college-aits-001,STU-01967,Merit,10000.0,3,2023-2024,2023-09-08,disbursed,Direct Benefit Transfer,SCH392163
sch-003876,college-aits-001,STU-01967,Merit,10000.0,4,2023-2024,2024-03-04,disbursed,NEFT,SCH678985
sch-003877,college-aits-001,STU-01967,Merit,10000.0,5,2024-2025,2024-11-25,disbursed,NEFT,SCH128678
sch-003878,college-aits-001,STU-01967,Merit,10000.0,6,2024-2025,2025-05-02,disbursed,Direct Benefit Transfer,SCH664045
sch-003879,college-aits-001,STU-01967,Merit,10000.0,7,2025-2026,2025-09-01,disbursed,NEFT,SCH487491
sch-003880,college-aits-001,STU-01968,Merit,10000.0,1,2022-2023,2022-09-10,disbursed,Direct Benefit Transfer,SCH547220
sch-003881,college-aits-001,STU-01968,Merit,10000.0,2,2022-2023,2023-05-15,disbursed,Direct Benefit Transfer,SCH232307
sch-003882,college-aits-001,STU-01968,Merit,10000.0,3,2023-2024,2023-10-10,disbursed,NEFT,SCH851043
sch-003883,college-aits-001,STU-01968,Merit,10000.0,4,2023-2024,2024-05-28,disbursed,NEFT,SCH565992
sch-003884,college-aits-001,STU-01968,Merit,10000.0,5,2024-2025,2024-10-16,disbursed,RTGS,SCH191083
sch-003885,college-aits-001,STU-01968,Merit,10000.0,6,2024-2025,2025-03-09,disbursed,Direct Benefit Transfer,SCH801199
sch-003886,college-aits-001,STU-01968,Merit,10000.0,7,2025-2026,2025-09-12,disbursed,Direct Benefit Transfer,SCH931856
sch-003887,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-24,disbursed,NEFT,SCH443005
sch-003888,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-17,disbursed,RTGS,SCH389520
sch-003889,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-21,disbursed,Direct Benefit Transfer,SCH637756
sch-003890,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-25,disbursed,NEFT,SCH841143
sch-003891,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-11,disbursed,NEFT,SCH554429
sch-003892,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-23,disbursed,Direct Benefit Transfer,SCH432951
sch-003893,college-aits-001,STU-01969,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-27,disbursed,Direct Benefit Transfer,SCH137367
sch-003894,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-21,disbursed,NEFT,SCH357859
sch-003895,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-19,disbursed,RTGS,SCH330906
sch-003896,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-07,disbursed,RTGS,SCH592951
sch-003897,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-16,disbursed,NEFT,SCH869194
sch-003898,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-10,disbursed,NEFT,SCH308218
sch-003899,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-03,disbursed,Direct Benefit Transfer,SCH998794
sch-003900,college-aits-001,STU-01972,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,RTGS,
sch-003901,college-aits-001,STU-01975,EBC,20000.0,1,2022-2023,2022-09-16,disbursed,Direct Benefit Transfer,SCH740907
